name,cnpj,isin,assetCode,fundBegin,currency,isEsg,manager,administrator,custody,investmentType,categoryCvm,anbimaRating,benchmark,applyOpen,minimumInitialInvestment,minimumMoviment,minimumBalanceRemain,timeLimit,hourInvestimentRescue,investimentQuota,rescueQuota,rescueFinancialSettlement,investmentFinancialSettlement,administrationFee,administrationFeeMax,performanceFee,profitabilityDay,profitabilityMonth,profitabilityYear,subcategoryInitials,subclassCode,isExternalPensionFund,isPensionFund,fundCGE
Legacy Capital V10 FICFIM RL,54087357000188,,9927275,2024-05-13T00:00:00.000-0300,BRL,false,LEGACY CAPITAL GESTORA DE RECURSOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores qualificados,Multimercados,Multimercados Macro,CDI,true,1000,100,100,14:10,14:10,D+1,D+30,D+31,D+0,1.9000000000000001,,20,-0.1440577,0.2753397,3.5269578,,,false,false,15372660
Tivio Institucional FIRF CrPr,06866051000187,BRVIRFCTF000,4975582,2005-05-13T00:00:00.000-0300,BRL,false,TIVIO CAPITAL DISTRIBUIDORA DE TITULOS E VALORES,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+0,D+0,D+0,0.2,,,0.0578348,0.6377071,6.2594037,CREDITO_POS,,false,false,2614243
ACADIAN CHINA A SHARES RMB FICFIA IE,36318507000135,,3946877,2021-01-04T00:00:00.000-0300,RMB,false,GAMA INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Investimento no Exterior,CDI,true,500,500,500,14:10,14:10,D+1,D+1,D+4,D+0,0.55,,,0.5460517,1.7568739999999998,2.5415559,LONG_ONLY,,false,false,1254318
RB Capital Incentivados FICFIIIRF,23565840000105,BRRBD4CTF001,1698153,2016-03-29T00:00:00.000-0300,BRL,false,RB CAPITAL ASSET MANAGEMENT LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+30,D+31,D+0,1,,,0.1070502,0.9506747,3.717669,CREDITO_POS,,false,false,545079
Meraki Long Biased FICFIM,38049303000171,,4215095,2020-08-24T00:00:00.000-0300,BRL,false,MERAKI CAPITAL GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Investimento no Exterior,IPCA,true,1000,1000,1000,15:20,15:20,D+1,D+30,D+32,D+0,1.85,,20,-0.13944510000000002,-1.5127872,-1.8594743,LONG_BIASED,,false,false,1410135
HASHDEX BITCOIN FICFIM,36986672000165,,3569942,2020-10-01T00:00:00.000-0300,BRL,false,HASHDEX GESTORA DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Estrategica Especifica,-,true,500,100,100,15:20,15:20,D+1,D+1,D+6,D+0,0.75,,,-1.1526384,-8.9620923,-31.2765961,CRIPTOATIVO,,false,false,1156385
JGP REAL ESTATE MULTI FICFIM,44835685000161,,8645711,2022-04-29T00:00:00.000-0300,BRL,false,JGP REAL ESTATE GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DISTRIBUIDORA DE T,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Estrategica Especifica,-,true,20000,1000,5000,14:10,14:10,D+1,D+90,D+92,D+0,0.6,,20,-0.2477317,-0.0085005,8.874138,IMOBILIARIO,,false,false,9089541
BTG BALANCEADO FICFIM ACCESS,05892566000199,BRUBSPCTF004,4187873,2021-08-18T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,0,1,0,13:20,13:20,D+0,D+31,D+32,D+0,0.35000000000000003,,10,0.1869754,0.0007027,4.0155879,,,false,false,1176350
Icatu Vanguarda Dinamico CDI FIF FIM RL,58327943000103,,12588753,2024-12-30T00:00:00.000-0300,BRL,false,ICATU VANGUARDA GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,500,500,500,13:40,13:40,D+0,D+9,D+10,D+0,0.7000000000000001,,20,0.0743391,0.6882002,6.5506424,ATIVO,GZQOF1779473172,false,false,19985722
JGP HEDGE FICFIM,03119883000141,BRJGPHCTF009,3005471,1999-07-01T00:00:00.000-0300,BRL,false,JGP GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+0,D+1,D+0,1.35,,20,0.081852,0.5608425,5.4066396,,,false,false,1040354
BTG DIVIDENDOS FIC FIA,09290813000138,BRUPI1CTF001,3673605,2008-03-10T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Dividendos,-,true,5000,1000,1000,15:10,15:10,D+1,D+1,D+3,D+0,2.5,,,-0.9386295,-1.9913536,5.6515991,LONG_ONLY,,false,false,1166917
ABSOLUTE DELFOS FICFIRF LP CrPr,52324414000170,,9192633,2023-09-28T00:00:00.000-0300,BRL,false,ABSOLUTE CREDITO GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,0,1,0,14:10,14:10,D+0,D+30,D+31,D+0,0.8,,20,0.0481657,0.7082654,5.8450481,CREDITO_POS,,false,false,9530347
AZ QUEST SUPRA FICFIM CrPr,36352498000107,,4053451,2020-06-15T00:00:00.000-0300,BRL,false,AZ QUEST MZK INVESTIMENTOS MACRO E CREDITO LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,1000,500,500,14:10,14:10,D+0,D+59,D+60,D+0,1.2,,20,0.0129236,0.4812071,4.4499457,CREDITO_POS,,false,false,1310049
Solis Capital Antares Pioneiro FICFIDC,55318040000178,,10353369,2024-06-06T00:00:00.000-0300,BRL,false,SOLIS INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Direitos Creditórios,FIDC Outros,CDI,true,100,100,100,15:20,15:20,D+0,D+59,D+60,D+0,0.08,,20,0.060032800000000004,0.6589125,6.8963097,CREDITO_ESTRUTURADO_1,,false,false,18193252
IRIDIUM APOLLO FIRF CrPr LP,26978438000132,BRIRD2CTF008,1698914,2017-11-08T00:00:00.000-0300,BRL,false,IRIDIUM GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,100,1,100,14:10,14:10,D+0,D+0,D+1,D+0,0.4,,10,0.0289979,0.5905409,5.864279,CREDITO_POS,,false,false,545832
IBIUNA HEDGE STH FICFIM ACCESS,26822047000124,BR02G2CTF004,5033853,2017-04-11T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,5000,1000,5000,13:40,13:40,D+0,D+30,D+31,D+0,0.7000000000000001,,,-0.03103,-0.1320395,1.6269445,,,false,false,2790935
ORGANON 60 FIC FIA,52242659000158,,8764421,2023-10-04T00:00:00.000-0300,BRL,false,ORGANON CAPITAL GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,IPCA,true,10000,1000,5000,15:20,15:20,D+1,D+60,D+62,D+0,1.8,,15,-0.6188183,-2.5559767,1.9475928,SMALL_CAPS,,false,false,9163579
MAN AHL TARGET RISK USD FICFIM IE,38281316000171,,3608720,2020-10-15T00:00:00.000-0300,BRL,false,GAMA INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,500,500,500,14:10,14:10,D+1,D+1,D+6,D+0,1,,,0.9279879,1.5054219,0.49617110000000003,,,false,false,1166008
Valora Absolute FIRF CrPr LP,10326625000100,BRABS7CTF006,1715886,2009-01-16T00:00:00.000-0300,BRL,false,VALORA RENDA FIXA LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,1000,100,0,14:10,14:10,D+0,D+14,D+15,D+0,0.5,,20,0.0443147,0.7654093000000001,5.6599028,CREDITO_POS,,false,false,551076
PATRIA PIPE FEEDER FICFIA,32320734000144,BR01TJCTF009,3338388,2019-08-12T00:00:00.000-0300,BRL,false,PATRIA INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,CDI,true,1000,1000,1000,14:40,14:40,D+1,D+28,D+30,D+0,2,,20,-0.5365125000000001,-2.5200315,2.1826622,LONG_ONLY,,false,false,1115097
EMPIRICUS DEEP VALUE BRASIL FIA,39913648000194,,6065108,2020-11-30T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,-,true,0.01,0.01,0.01,16:10,16:10,D+1,D+10,D+12,D+0,0.9,,0,-0.4959122,-2.6227203,-4.1651834,LONG_ONLY,,false,false,4165848
JGP MAX PLATAFORMAS FICFIM,30005655000113,BRJMP4CTF004,1664528,2018-08-06T00:00:00.000-0300,BRL,false,JGP GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,10000,1000,5000,14:10,14:10,D+0,D+15,D+16,D+0,2,,20,0.1015022,0.5636367,5.1358331,,,false,false,532120
SPXR FICFIM CrPr IE,18489909000110,BRSPR9CTF007,5033987,2013-08-29T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,100000,100000,100000,15:20,15:20,D+1,D+90,D+91,D+0,0,,0,0.0329886,0.5192909,-2.8506448,MACRO,,false,false,2781467
Patrimonial Andermatt FICFIDC RL,57609674000105,,11309879,2024-10-17T00:00:00.000-0300,BRL,false,PATRIMONIAL GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores profissionais,Direitos Creditórios,Direitos Creditórios,CDI,true,20000,1000,1000,14:40,14:40,D+0,D+89,D+90,D+0,2,,0,0.0629059,0.6801065000000001,6.8305229999999995,CREDITO_ESTRUTURADO_1,,false,false,19477221
MANTARO ACOES FICFIA,14083797000142,BRPCF3CTF002,2273627,2011-09-30T00:00:00.000-0300,BRL,false,MANTARO CAPITAL LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,CDI,true,500,500,500,15:20,15:20,D+0,D+15,D+17,D+0,2.93,,,0.1739743,-3.6401319,-7.7667285,LONG_ONLY,,false,false,847393
Itaú Crédito Bancário RF Dist FIFCIC CrP,58939722000196,,13387645,2025-02-19T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores em geral (Não qualificados),Renda Fixa,RF duração média grau de investimento,CDI,true,1,1,1,14:10,14:10,D+0,D+0,D+0,D+0,0.4,,,0.0534082,0.6412547000000001,6.3026379,POS_FIXADO,,false,false,20309849
SHARP LB FICFIA ACCESS,40265128000100,,5096734,2021-02-25T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,-,true,5000,5000,5000,13:40,13:40,D+0,D+90,D+92,D+0,0.5835,,0,-0.3893004,-3.6458524,-11.552325,LONG_BIASED,,false,false,2864980
KADIMA HIGH VOL FICFIM,14146496000110,BRDID1CTF006,1711376,2013-03-23T00:00:00.000-0300,BRL,false,KADIMA GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,5000,1000,5000,14:10,14:10,D+0,D+10,D+11,D+0,2,,20,-0.45746390000000003,1.1097018,6.433955999999999,,,false,false,549487
MANTARO EQUITY HEDGE FIM,45653398000101,BR0BTDCTF007,5967814,2022-04-22T00:00:00.000-0300,BRL,false,MANTARO CAPITAL LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,500,500,500,15:20,15:20,D+0,D+30,D+31,D+0,1.2,,20,0.0105288,-0.7841377,5.3596218,LONG_SHORT,,false,false,4076957
KAPITALO TARKUS FICFIA,28747685000153,BRTRK3CTF004,1601580,2017-11-06T00:00:00.000-0300,BRL,false,KAPITALO INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,CDI,true,500,500,500,14:50,14:50,D+0,D+30,D+32,D+0,2,,20,-0.6472621000000001,-4.4952339,8.5135772,LONG_ONLY,NTLHG1749241073,false,false,524819
MAG CASH FIRF LP,17899612000160,BRACY1CTF000,2609999,2014-10-01T00:00:00.000-0300,BRL,false,MONGERAL AEGON INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,100,100,100,15:10,15:10,D+0,D+0,D+1,D+0,0.8,,20,0.0699922,0.5976077,6.3364167,POS_FIXADO,,false,false,949497
EMPIRICUS PETROLEO FIM,40936530000160,,5656324,2021-03-18T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,0.01,0.01,0.01,16:10,16:10,D+0,D+5,D+6,D+0,0.9,,0,-0.5457442,-5.8469885,23.0525299,TEMATICOS,,false,false,3671108
BB ASSET ATIVA PLUS LP FICFIRF,44315932000107,,6193749,2022-03-31T00:00:00.000-0300,BRL,false,BB GESTAO DE RECURSOS - DISTRIBUIDORA DE TITULOS,BB GESTAO DE RECURSOS - DISTRIBUIDORA DE TITULOS,BANCO DO BRASIL SA,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,200,200,200,14:10,14:10,D+0,D+1,D+2,D+0,0.9,,20,-0.1242073,0.5504004,8.6319003,ATIVO,,false,false,4300012
DAYCOVAL CLASSIC 30 FIRF CrPr,29250121000173,,4768480,2018-07-02T00:00:00.000-0300,BRL,false,DAYCOVAL ASSET MANAGEMENT ADM DE RECURSOS LTDA,BANCO DAYCOVAL S.A.,BANCO DAYCOVAL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa grau de investimento,CDI,true,500,500,500,13:40,13:40,D+0,D+29,D+30,D+0,0.4,,10,0.0630001,0.6382708,6.5099723,CREDITO_POS,,false,false,2166547
Porto Baoba Incentivados FICFIIIRF CrPr,50037999000111,BR0F3DCTF002,9245694,2023-12-19T00:00:00.000-0300,BRL,false,PORTO SEGURO INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,-,true,0,0,0,15:20,15:20,D+0,D+30,D+31,D+0,0.6,,20,0.0400761,0.2162644,3.7483202,INFLACAO,,false,false,9509463
Itau Global Dinamico Ultra Dist FIM RL,52026419000116,,15462406,2023-09-15T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores qualificados,Multimercados,Multimercados Dinâmico,CDI,true,100,0,100,14:10,14:10,D+0,D+21,D+22,D+0,1.1,,0,-0.0285989,0.24976220000000002,5.3294686,,,false,false,57726216
BTG DIGITAL DOLAR FI CAMBIAL,33144687000198,,4187858,2019-05-07T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Cambial,Cambial,-,true,500,500,500,15:10,15:10,D+0,D+0,D+1,D+0,0.1,,,0.40580520000000003,1.0629068,-5.1426372,,,false,false,1176370
GENOA CAPITAL SAGRES I FICFIM,48997077000104,,9234936,2023-09-28T00:00:00.000-0300,BRL,false,GENOA CAPITAL GESTORA DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,S3 CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORE,Investidores qualificados,Multimercados,Multimercado livre,CDI,false,500,500,500,14:10,14:10,D+1,D+30,D+31,D+0,1.9000000000000001,,20,-0.1492867,0.6726216,1.2434156,,,false,false,9557319
BTG MULTIGESTOR OFFSHORE FICFIM CrPr IE,39281097000193,,5091506,2020-10-30T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores profissionais,Multimercados,Multimercados Investimento no Exterior,CDI,true,50000,50000,50000,15:20,15:20,D+0,D+90,D+91,D+1,0.5,,,-0.0063213,-0.0687155,6.8887881,,,false,false,2864720
VINLAND LO FICFIA,30593403000152,BR0077CTF000,2002121,2018-12-28T00:00:00.000-0300,BRL,false,VINLAND CAPITAL MANAGEMENT GESTORA DE RECURSOS LTD,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,1000,1000,14:10,14:10,D+1,D+14,D+16,D+0,1.9000000000000001,,20,-0.4090269,-2.4469862,3.5048301,LONG_ONLY,,false,false,781821
BTG FUSION FIM A,64983442000188,,18434080,2026-04-08T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,0,0,0,14:40,14:40,D+1,D+60,D+62,D+0,2,,20,0.0478014,1.3198249,4.5632326,,ESS4A1770401851,false,false,65161000
ABSOLUTE ALPHA MARB FICFIM,35618055000144,,2752402,2019-12-27T00:00:00.000-0300,BRL,false,ABSOLUTE GESTAO DE INVESTIMENTOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Estrategica Especifica,CDI,true,5000,1000,3000,14:10,14:10,D+0,D+17,D+18,D+0,1.9000000000000001,,20,-0.0359068,1.8559429,6.5041076,LONG_SHORT,,false,false,991423
BTG Digital Tesouro Selic Simples FIRF,29562673000117,,3746073,2018-05-08T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,Renda Fixa Simples,-,true,500,100,500,17:40,17:40,D+0,D+0,D+0,D+0,0,,0,0.0518294,0.6384173,6.3675542,POS_FIXADO,,false,false,1170853
Norte Equity Hedge FIM RL,57660583000102,,11444163,2024-10-31T00:00:00.000-0300,BRL,false,NORTE ASSET MANAGEMENT GESTAO DE RECURSOS S.A.,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+30,D+31,D+0,1.95,,20,-0.6075029000000001,-0.3788442,8.1787705,LONG_SHORT,,false,false,19536657
Ibiuna RF Ativo Inst RF RL Subclasse,57829025000110,,12217054,2024-10-31T00:00:00.000-0300,BRL,false,IBIUNA MACRO GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre soberano,-,true,100,100,100,14:10,14:10,D+0,D+3,D+4,D+0,0.8,,20,0.1090796,0.6025909,6.1609193,ATIVO,0AYDG1734640049,false,false,19953233
BTG TESOURO PRE FIXADO FIRF REF IRF-M 1,43140671000160,BR0AN2CTF009,5332093,2021-12-28T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre soberano,-,true,3000,1000,1000,15:10,15:10,D+0,D+1,D+2,D+0,0.2,,,-0.0782251,-0.5307901,3.1201107,PRE_FIXADO,,false,false,3188714
BTG Cordillera FIM Subclasse Access,65785418000105,,17506554,2026-03-24T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,1000,200,1000,14:10,14:10,D+1,D+90,D+92,D+0,0.75,,,-1.2069157,2.3874373,5.8828119999999995,,L7QPN1773938783,false,false,63267760
BTG REF BITCOIN 100 FICFIM IE,41771697000181,,5098503,2021-05-13T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,1000,100,100,15:20,15:20,D+1,D+1,D+4,D+0,0.5,,,-0.9288233,-9.8285241,-29.5877244,CRIPTOATIVO,,false,false,2853182
AZ QUEST MULTI MAX FICFIM,26323079000185,BRAZF2CTF004,1703305,2017-02-24T00:00:00.000-0300,BRL,false,AZ QUEST MZK INVESTIMENTOS MACRO E CREDITO LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1000,500,500,14:10,14:10,D+0,D+29,D+30,D+0,2,,20,-0.0298363,0.0682305,4.3352355,,,false,false,547722
UJAY HEDGE FICFIM,13418910000130,,2336163,2011-08-02T00:00:00.000-0300,BRL,false,UJAY CAPITAL INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,1000,500,500,15:20,15:20,D+0,D+5,D+6,D+0,1.3,,20,-0.1390002,-0.8574803,9.2402482,MACRO,,false,false,854618
ALPHA KEY LONG SHORT PLUS FIC FIA,55153488000189,BR0JN3CTF008,11045884,2024-06-21T00:00:00.000-0300,BRL,false,ALPHA KEY CAPITAL MANAGEMENT INVESTIMENTOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,CDI,true,1000,1000,1000,15:20,15:20,D+1,D+30,D+32,D+0,1.87,,20,0.1591526,-0.2520484,6.2755789,LONG_SHORT,,false,false,19156986
MAN GLG HIGH YIELD OPPORTUNITIES BRL FICFIM IE,41594835000102,,6088380,2021-11-04T00:00:00.000-0300,BRL,false,GAMA INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,CDI,true,500,500,500,14:10,14:10,D+1,D+1,D+5,D+0,0.65,,0,0.340972,0.6618053,6.7774011000000005,CREDITO_POS,,false,false,4202294
AZ QUEST VALORE FIRF CrPr,19782311000188,BRAZL6CTF007,1720824,2015-02-09T00:00:00.000-0300,BRL,false,AZ QUEST MZK INVESTIMENTOS MACRO E CREDITO LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,500,500,500,14:10,14:10,D+0,D+4,D+5,D+0,1,,,0.0477847,0.5705502,4.4679296,CREDITO_POS,,false,false,553031
Clave Alpha Macro FICFIM Access,20226378000115,,3940219,2014-08-01T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Macro,CDI,true,500,100,100,14:10,14:10,D+1,D+30,D+31,D+0,1,,100,0.2144443,1.9187175,11.0022255,,,false,false,1180173
PARCITAS HEDGE FICFIM,31594537000150,,5206576,2019-01-02T00:00:00.000-0300,BRL,false,PARCITAS GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Multimercados,Multimercados Macro,CDI,true,500,100,500,14:10,14:10,D+1,D+30,D+31,D+0,1.9000000000000001,,20,-0.8592401000000001,-1.6814108,9.8752292,,,false,false,3028258
