name,cnpj,isin,assetCode,fundBegin,currency,isEsg,manager,administrator,custody,investmentType,categoryCvm,anbimaRating,benchmark,applyOpen,minimumInitialInvestment,minimumMoviment,minimumBalanceRemain,timeLimit,hourInvestimentRescue,investimentQuota,rescueQuota,rescueFinancialSettlement,investmentFinancialSettlement,administrationFee,administrationFeeMax,performanceFee,profitabilityDay,profitabilityMonth,profitabilityYear,subcategoryInitials,subclassCode,isExternalPensionFund,isPensionFund,fundCGE
ARX Hedge II FIC FIF Infra RF CP RL,57726577000100,,13553729,2025-08-28T00:00:00.000-0300,BRL,false,ARX INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+30,D+31,D+0,0.25,,0,0.1515836,1.2052509999999999,3.2838893000000002,CREDITO_POS,,false,false,20762949
INTER CONSERVADOR PLUS FIRF LP,09720710000160,BRDLM3CTF006,1656507,2008-09-29T00:00:00.000-0300,BRL,false,INTER ASSET GESTAO DE RECURSOS LTDA,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARI,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARI,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,100,100,100,14:10,14:10,D+0,D+0,D+1,D+0,0.8,,20,0.0512724,0.6005211,6.2505489999999995,CREDITO_POS,,false,false,534881
GUEPARDO FIM LP,24623392000103,BRGNMPCTF001,3903261,2016-07-11T00:00:00.000-0300,BRL,false,GUEPARDO INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,5000,1000,1000,15:20,15:20,D+1,D+30,D+32,D+0,2,,20,-0.5959869,-4.5305775,-0.7039403,LONG_ONLY,,false,false,1250661
Absolute Vertex FICFIM Access,29177012000178,BR05HXCTF006,4187875,2021-02-09T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1000,1000,1000,13:40,13:40,D+0,D+29,D+30,D+0,0.76,,6,0.0709063,-0.21392930000000002,4.1558466,,,false,false,1176352
BTG HEDGE INCENTIVADO FIRF INFRA CrPr,51697128000197,,8338872,2023-08-08T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,false,1000,100,100,15:10,15:10,D+0,D+5,D+6,D+0,1,,20,0.1035993,0.8750351000000001,4.7702335,ATIVO,,false,false,8840161
IBIUNA EQUITIES FICFIA,13401715000106,BRVC20CTF000,1690405,2011-07-29T00:00:00.000-0300,BRL,false,IBIUNA ACOES GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,IBX,true,100,100,100,14:10,14:10,D+1,D+1,D+3,D+0,2,,20,-0.6993412,-3.3031372,-4.0799051,LONG_ONLY,,false,false,542205
BRAVE 30 HIGH GRADE FICFIM CrPr,41196241000135,,4373447,2021-04-23T00:00:00.000-0300,BRL,false,BRAVE GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Direitos Creditórios,Direitos Creditórios,CDI,true,1000,1000,1000,15:20,15:20,D+1,D+30,D+31,D+0,0.12,,0,0.0550614,0.6113706,6.6075174,CREDITO_ESTRUTURADO_1,,false,false,1731446
EMPIRICUS UNIVERSA RIDER BLEND FICFIM,35101822000143,BR03CUCTF008,6066597,2019-12-17T00:00:00.000-0300,BRL,false,EMPIRICUS ASSET MANAGEMENT LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,-,true,1000,100,100,16:10,16:10,D+0,D+30,D+31,D+0,0.05,,,-0.19475699999999999,-0.8791583000000001,-1.6991209,,,false,false,4166045
Riza Lotus FIRFRefDI CrPr,36498670000127,,2573202,2020-03-17T00:00:00.000-0300,BRL,false,RIZA LIQUIDOS GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,500,100,100,15:20,15:20,D+0,D+0,D+1,D+0,0.25,,,0.051612700000000004,0.6598574,6.4511689,CREDITO_POS,,false,false,947540
ITAU LEGEND RF LP DIST FIC FI,41993440000174,BR09GPCTF006,4885134,2021-08-31T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,100,1,100,13:40,13:40,D+0,D+0,D+1,D+0,0.9,,20,0.0269662,0.4164121,5.111128,ATIVO,,false,false,2521679
OPEN VISTA TECNOLOGIA GL FIA IE,27181765000121,,1876006,2018-11-14T00:00:00.000-0300,USD,false,SOMMA INVESTIMENTOS S.A.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Investimento no Exterior,-,true,5000,200,200,15:20,15:20,D+1,D+1,D+6,D+0,1.75,,,0.6250231,2.3058103,23.7369346,LONG_ONLY,,false,false,620836
FUNDSMITH GL EQUITY BRL FICFIA IE ACCESS,41373588000106,BR09JECTF004,5099793,2021-04-28T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,-,true,1000,1000,1000,13:40,13:40,D+1,D+1,D+5,D+0,1,,,-0.0884701,-0.1453607,1.0860581,LONG_ONLY,,false,false,2853124
OPPORTUNITY MARKET FICFIM,00947958000194,BROPMKCTF001,1754083,1996-06-03T00:00:00.000-0300,BRL,false,OPPORTUNITY GESTAO DE INVESTIMENTOS E RECURSOS LTD,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,5000,1000,5000,14:10,14:10,D+0,D+0,D+1,D+0,1.5,,20,-0.0618831,0.2075717,5.0774866,,,false,false,564512
NEO ARGO LS FICFIM,31922843000179,BR00PRCTF002,1855181,2018-11-30T00:00:00.000-0300,BRL,false,NEO MULTIMERCADO GESTAO DE RECURSOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,CDI,true,1000,1000,1000,13:40,13:40,D+1,D+30,D+32,D+0,2,,20,-0.31997580000000003,-0.9829876000000001,-4.9631066,LONG_SHORT,,false,false,618099
Kadima Long Short Plus FIA RL,43761784000183,,16746832,2026-01-12T00:00:00.000-0300,BRL,false,KADIMA GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,0,0,0,14:10,14:10,D+0,D+0,D+2,D+0,2,,,-0.3342233,0.9086789000000001,1.0936227,,,false,false,61333178
Equitas Debentures FICFIIIRF CrPr RL,53474080000183,BROIICCTF007,9975237,2024-04-09T00:00:00.000-0300,BRL,false,DRYS CAPITAL LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração média grau de investimento,-,true,500,200,200,14:10,14:10,D+0,D+30,D+31,D+0,0.8,,,-0.2162919,-0.3865599,0.7179241000000001,INFLACAO,,false,false,15331753
BB ASSET RF LP BONDS GL HEDGE CRED,33824820000157,,2072231,2019-08-22T00:00:00.000-0300,BRL,false,BB GESTAO DE RECURSOS - DISTRIBUIDORA DE TITULOS,BB GESTAO DE RECURSOS - DISTRIBUIDORA DE TITULOS,BANCO DO BRASIL SA,Investidores qualificados,Renda Fixa,Renda Fixa Investimento no Exterior,CDI,true,1000,1000,1000,14:10,14:10,D+1,D+1,D+6,D+0,0.7000000000000001,,20,0.1727697,0.6296953,4.2934743,CREDITO_POS,,false,false,806670
A1 Incentivado FIF Deb Infra RF CrPr,59591550000175,,13845442,2025-02-28T00:00:00.000-0300,BRL,false,ASSET1 INVESTIMENTOS S.A.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores em geral (Não qualificados),Renda Fixa,Renda Fixa Simples,CDI,true,1000,1000,1000,14:10,14:10,D+0,D+22,D+23,D+0,0.7000000000000001,,20,0.1608694,1.2932712,4.7467939,INFLACAO,,false,false,21120492
BNP PARIBAS RUBI FICFIRF CrPr,21185984000100,BRRBI4CTF006,1702555,2014-12-30T00:00:00.000-0300,BRL,false,BNP PARIBAS ASSET MANAGEMENT BRASIL LTDA,BANCO BNP PARIBAS BRASIL S.A.,BANCO BNP PARIBAS BRASIL S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa crédito livre,CDI,true,100,100,100,14:10,14:10,D+0,D+9,D+10,D+0,0.4,,,0.0694261,0.6333694,6.3347554,CREDITO_POS,,false,false,547141
Itaú Active Fix Dual Dist FICFIM CrPr RL,57745690000125,,12024538,2025-02-05T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,,Investidores qualificados,Multimercados,Multimercado livre,CDI,false,1,1,1,14:10,14:10,D+0,D+10,D+12,D+0,0.7000000000000001,,20,0.010104,0.5226184,6.1622346,CREDITO_ESTRUTURADO_1,,false,false,19734550
REACH TOTAL RETURN FICFIA,26362460000153,BRMGO2CTF002,1821318,2016-12-19T00:00:00.000-0300,BRL,false,REACH CAPITAL INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,IMA-B,true,100,100,100,15:20,15:20,D+1,D+14,D+16,D+0,2,,20,0.0589941,-3.4685548,-8.8757169,LONG_BIASED,,false,false,599318
Oby Credito 30 FIM CrPr,47729527000115,BR0E8MCTF003,10996461,2022-12-15T00:00:00.000-0300,BRL,false,OBY CAPITAL GESTORA DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercado livre,CDI,true,100,100,100,15:20,15:20,D+0,D+30,D+32,D+0,0.77,,20,0.0668255,0.5448925,6.5887323,CREDITO_POS,,false,false,19017992
RPS LONG BIAS FICFIA ACCESS,32295829000155,,3651392,2019-02-25T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,-,true,500,100,100,13:40,13:40,D+0,D+30,D+32,D+0,1.19,,,0.4683522,-5.4003037,-0.6818879999999999,LONG_BIASED,,false,false,1168571
SUL AMERICA LB FIM,32773560000175,BR01A9CTF006,4331133,2023-07-05T00:00:00.000-0300,BRL,false,SUL AMERICA INVESTIMENTOS GESTORA DE RECURSOS S.A.,SUL AMERICA INVESTIMENTOS DISTRIBUIDORA DE TITULOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,1000,1000,1000,14:10,14:10,D+1,D+30,D+32,D+0,2,,20,-0.1822685,-0.3723612,7.9715584,LONG_BIASED,,false,false,1612955
Franklin Valor E Liquidez Fvl FICFIA,02895694000106,BRTPLTCTF011,1665110,1998-12-23T00:00:00.000-0300,BRL,false,FRANKLIN TEMPLETON INVESTIMENTOS (BRASIL) LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,5000,1000,1000,13:40,13:40,D+1,D+1,D+3,D+0,2,,20,-0.3131222,-2.7405044,-2.7805861,LONG_ONLY,,false,false,537050
Occam 30 CDI FIInfraRF CrPr RL,57813684000168,,12542695,2025-01-30T00:00:00.000-0300,BRL,false,NOVA OCCAM BRASIL GESTAO DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,0,13:40,13:40,D+0,D+30,D+31,D+0,0.8,,20,0.155327,1.4080084,4.0039404,CREDITO_POS,,false,false,19979392
BTG Reference Moon FIA,66932173000156,,18386692,2026-06-15T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Investimento no Exterior,IBOVESPA,true,0,0,0,14:40,14:40,D+1,D+1,D+3,D+0,0.5,,,0,0,0,LONG_ONLY,,false,false,65143910
PICTET GL MEGAT SEL DOLAR FICFIM IE,39991941000170,BR06H3CTF007,5091549,2021-04-15T00:00:00.000-0300,USD,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Multimercados,Multimercados Investimento no Exterior,-,true,5000,5000,5000,15:00,15:00,D+1,D+1,D+6,D+0,1,,,0.2860978,1.7120025,-2.1138406,LONG_ONLY,,false,false,2864812
EVOLVE FICFIA,32357798000110,BR0CU1CTF000,6292862,2021-04-15T00:00:00.000-0300,BRL,false,EVOLVE CAPITAL GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,IPCA,true,1000,1000,1000,15:20,15:20,D+1,D+15,D+17,D+0,1.84,,20,-0.3466366,-0.7437539999999999,-6.7121609,LONG_BIASED,,false,false,4388469
AZ QUEST BAYES SISTEMATICO ACOES FIA,37569846000157,,4304050,2020-07-29T00:00:00.000-0300,BRL,false,BAYES CAPITAL MANAGEMENT INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,500,100,500,14:10,14:10,D+1,D+14,D+16,D+0,2,,20,-0.7941248,-2.9731313,-0.8259586,LONG_ONLY,,false,false,1535427
KAD IMAB FICFIRF LP,43778868000120,,5327186,2021-12-13T00:00:00.000-0300,BRL,false,KADIMA GESTAO DE INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração alta soberano,IMA-B,true,50,50,50,14:10,14:10,D+0,D+5,D+6,D+0,0.75,,20,-0.1219818,-0.0332774,3.6538055,INFLACAO,,false,false,3183994
Galapagos Iguana Liquidez Top FIRF CrPr,42887856000170,,5012437,2021-08-24T00:00:00.000-0300,BRL,false,GALAPAGOS CAPITAL INVESTIMENTOS E PARTICIPACOES LT,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,-,true,100,100,100,15:20,15:20,D+0,D+0,D+1,D+0,0.3,,,0.0543757,0.6085598,6.5078717,POS_FIXADO,,false,false,2668116
TROPICO CASH PLUS FIRF CrPr,47409927000143,BR0DB8CTF007,6505518,2022-09-09T00:00:00.000-0300,BRL,false,TROPICO INVESTIMENTOS E PARTICIPACOES LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,100,100,100,15:10,15:10,D+0,D+0,D+1,D+0,0.8,,20,0.0837058,0.5915864000000001,6.2958884,CREDITO_POS,,false,false,4585140
BTG Y24 FIRF,63829969000190,BR0QJOCTF003,16618101,2025-11-28T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,0,0,15:40,15:40,D+0,D+0,D+0,D+0,0.4,,0,0.0594464,0.6758304,6.5440387,POS_FIXADO,,false,false,61164822
BTG Long Term FICFIA,56150032000128,BR0L91CTF003,12818030,2025-02-19T00:00:00.000-0300,BRL,false,BTG PACTUAL ASSET MANAGEMENT S.A. DISTRIBUIDORA DE,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores qualificados,Ações,Ações Livre,-,true,1,1,1,14:40,14:40,D+1,D+30,D+32,D+0,2,,20,-0.5338567,-1.9115627000000002,-4.0137513,LONG_ONLY,,false,false,20121593
DAHLIA ACOES FICFIA,30858733000122,,2003029,2019-06-05T00:00:00.000-0300,BRL,false,DAHLIA CAPITAL GESTAO DE RECURSOS LTDA.,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Índice Ativo,IBX,true,500,100,100,15:20,15:20,D+1,D+15,D+17,D+0,1.85,,20,-0.6141985,-2.8696203000000002,-1.626712,LONG_ONLY,,false,false,782512
KINEA ANDES RF CrPr FICFI LP,41993797000152,BR09HCCTF002,8939623,2021-09-21T00:00:00.000-0300,BRL,false,KINEA INVESTIMENTOS LTDA.,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,1,1,1,14:10,14:10,D+0,D+0,D+1,D+0,0.7000000000000001,,20,0.0656282,0.6462926,6.0214849,CREDITO_POS,EEPEK1743430115,false,false,9252513
REAL INVESTOR FICFIM,28911549000157,BRRAL2CTF006,2332619,2018-01-02T00:00:00.000-0300,BRL,false,REAL INVESTOR ASSET MANAGEMENT LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,5000,1000,5000,14:10,14:10,D+1,D+27,D+30,D+0,1.55,,15,0.4443648,0.7382565,-1.9848556,LONG_SHORT,,false,false,856789
ALASKA INSTITUCIONAL FIA,26673556000132,BRASK4CTF002,1755404,2017-02-21T00:00:00.000-0300,BRL,false,ALASKA INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,true,1000,500,1000,15:20,15:20,D+1,D+30,D+32,D+0,2,,20,-1.4821849,-7.1492188,-15.483296,LONG_ONLY,,false,false,564999
GIANT DAO MULTIFACTOR LB FICFIM,40920066000114,BR07RACTF009,4327301,2021-03-22T00:00:00.000-0300,BRL,false,DAO CAPITAL LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Long And Short Direcional,IPCA,true,500,500,500,15:20,15:20,D+1,D+30,D+32,D+0,2,,20,-0.5484419,-1.2191079999999999,-2.2543766,LONG_BIASED,,false,false,1605009
Zeno Global FICFIA IE RL,57137532000192,,11141899,2024-10-21T00:00:00.000-0300,BRL,false,GAMA INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores qualificados,Ações,Ações Investimento no Exterior,CDI,true,5000,5000,5000,14:10,14:10,D+1,D+30,D+35,D+0,0.7000000000000001,,0,0.4704126,0.2745172,-13.7554883,LONG_ONLY,,false,false,19285056
Itau Janeiro Dist FICFIM RL,52285727000166,,8973408,2023-09-29T00:00:00.000-0300,BRL,false,ITAU UNIBANCO ASSET MANAGEMENT LTDA,INTRAG DISTR DE TITULOS EVALORES MOBILIARIOS LTDA,ITAU UNIBANCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,false,100,1,1,13:40,13:40,D+0,D+21,D+22,D+0,2,,0,0.10267570000000001,1.2009169,3.4031633,,,false,false,9253544
NOVUS CREDITO FI MULT LP CRED PRIV RL,45443993000104,BR0DYPCTF007,6696325,2022-09-15T00:00:00.000-0300,BRL,false,NOVUS CREDITO GESTAO DE RECURSOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercado livre,CDI,true,1000,1000,1000,15:20,15:20,D+1,D+30,D+31,D+0,0.5,,10,0.0569902,0.6485616,6.2197388,CREDITO_POS,,false,false,4603824
BUTIA TOP CrPr FICFIRF,22344843000148,,1784001,2015-11-30T00:00:00.000-0300,BRL,false,BUTIA GESTAO DE INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,CDI,true,100,1,1,15:20,15:20,D+0,D+0,D+1,D+0,0.5,,,0.0645012,0.6320287,6.2107798,CREDITO_POS,,false,false,580524
VINLAND MACRO FICFIM ACCESS,29148660000104,,5049268,2018-03-29T00:00:00.000-0300,BRL,false,BTG PACTUAL GESTAO E CONSULTORIA DE INVESTIMENTOS,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Multimercados,Multimercados Investimento no Exterior,-,true,1000,1,1000,13:40,13:40,D+1,D+30,D+31,D+0,0.76,,,-0.016101999999999998,0.8299031,4.2296631,,,false,false,2809802
Vinland Credito 10 FICFIRF,53678015000170,BR0I4GCTF000,12808228,2025-02-18T00:00:00.000-0300,BRL,false,VINLAND CAPITAL MANAGEMENT CREDITO PRIVADO GESTORA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,-,true,1000,1000,1000,14:40,14:40,D+0,D+9,D+10,D+0,0.5,,,0.0764322,0.6119618,6.4130113,CREDITO_POS,,false,false,20073874
EQUITAS SHELTER FICFIRF CrPr LP,52282978000197,,8898406,2023-09-29T00:00:00.000-0300,BRL,false,DRYS CAPITAL LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração baixa crédito livre,CDI,true,1000,500,1000,13:40,13:40,D+0,D+0,D+1,D+0,0.4,,,0.0617341,0.6766505,6.0795406,CREDITO_POS,,false,false,9183471
SPARTA TOP FIC RF CrPr LP,14188162000100,BRSPR6CTF003,1661334,2012-02-07T00:00:00.000-0300,BRL,false,SPARTA ADMINISTRADORA DE RECURSOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração média grau de investimento,CDI,true,1000,100,100,14:10,14:10,D+0,D+30,D+31,D+0,0.3,,0.3,0.071682,0.639069,6.2697438,CREDITO_POS,,false,false,536309
INTER CONSERVADOR FIRF CrPr,20879578000177,BRDHG1CTF004,1657633,2015-01-30T00:00:00.000-0300,BRL,false,INTER ASSET GESTAO DE RECURSOS LTDA,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARI,INTER DISTRIBUIDORA DE TITULOS E VALORES MOBILIARI,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,500,100,500,13:40,13:40,D+0,D+0,D+1,D+0,0.5,,,0.0342064,0.6467078,6.1140961,CREDITO_POS,,false,false,534917
OPPORTUNITY SELECTION FICFIA,13106983000197,BRSEL1CTF003,1787600,2011-04-06T00:00:00.000-0300,BRL,false,OPPORTUNITY HDF ADMINISTRADORA DE RECURSOS  LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Ações,Ações Livre,IBOVESPA,false,5000,1000,5000,14:10,14:10,D+1,D+1,D+3,D+0,2,,20,-0.5754179,-1.3260384,17.9713621,LONG_ONLY,,false,false,584110
ARX ELBRUS PRO FI INFRA RF,37368116000198,,3056093,2020-07-28T00:00:00.000-0300,BRL,false,ARX INVESTIMENTOS LTDA,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre grau de investimento,IMA-B,true,500,100,100,14:10,14:10,D+0,D+30,D+31,D+0,0.7000000000000001,,,-0.4353026,-0.6812859,1.7920376,INFLACAO,,false,false,1051353
IBIUNA HEDGE FICFIM,12154412000165,BRIBU3CTF003,1635849,2018-06-15T00:00:00.000-0300,BRL,false,IBIUNA MACRO GESTAO DE RECURSOS LTDA,BEM DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS,BANCO BRADESCO S.A.,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,5000,1000,5000,14:10,14:10,D+0,D+30,D+31,D+0,1.96,,20,-0.0177482,0.028490500000000002,0.9443259,,,false,false,533023
FORPUS MULTI FIM LP,37887638000104,,3286340,2020-09-08T00:00:00.000-0300,BRL,false,FORPUS CAPITAL GESTAO DE RECURSOS LTDA.,BNY MELLON SERVICOS FINANCEIROS DTVM S/A,BNY MELLON BANCO S.A,Investidores em geral (Não qualificados),Multimercados,Multimercados Macro,CDI,true,1000,100,1000,14:10,14:10,D+1,D+14,D+16,D+0,1.75,,20,-0.32495599999999997,-0.6154681,5.6646744,,,false,false,1104003
Reach Juros Ativos FIM RL,58279975000180,BR0MRDCTF008,11796261,2024-12-03T00:00:00.000-0300,BRL,false,REACH CAPITAL INVESTIMENTOS LTDA,BTG PACTUAL SERVICOS FINANCEIROS S.A. DISTRIBUIDOR,BANCO BTG PACTUAL S A,Investidores em geral (Não qualificados),Renda Fixa,RF duração livre crédito livre,CDI,true,100,100,100,14:40,14:40,D+1,D+5,D+6,D+0,1.25,,20,-0.3556877,-1.9498293,-5.1624727,ATIVO,,false,false,19767216
