grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;percent_reune;emissor;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration
IPCA SPREAD;BLMN12;2026-06-16;2031-12-15;IPCA + 7,1358%;--;BELO MONTE TRANSMISSORA DE ENERGIA SPE S.A.;8.1463;7.8178;7.9204;0.38;7.53;8.30;976.529369;98.23;612.0
DI SPREAD;BRKMB6;2026-06-16;2032-05-12;DI + 2,0000%;--;BRASKEM S/A (*);;;;;;;498.116100;49.08;
IPCA SPREAD;BRST15;2026-06-16;2032-12-15;IPCA + 8,0355%;--;BRISANET SERVICOS DE TELECOMUNICACOES S.A. (*);8.9234;8.6620;8.8021;0.08;8.71;8.89;1002.368554;96.85;1135.0
DI SPREAD;BSA319;2026-06-16;2031-01-08;DI + 0,5900%;--;B3 S/A - BRASIL, BOLSA, BALCÃO (*);0.7026;0.3199;0.5401;0.07;0.46;0.61;1064.152118;100.14;754.0
DI SPREAD;BSA3A0;2026-06-16;2030-09-18;DI + 0,4500%;45%;B3 S/A - BRASIL, BOLSA, BALCÃO (*);0.5347;0.1816;0.3689;0.05;0.31;0.42;1036.356585;100.23;733.0
IPCA SPREAD;BTEL33;2026-06-16;2035-04-15;IPCA + 8,4500%;--;V.TAL - REDE NEUTRA DE TELECOMUNICACOES S.A. (*);11.3480;10.6918;10.9154;0.33;10.57;11.25;935.832059;87.92;1421.0
DI SPREAD;CAMLA1;2026-06-16;2028-10-30;DI + 1,5500%;--;CAMIL ALIMENTOS S/A;1.9683;1.3951;1.6676;0.10;1.56;1.77;1016.669468;99.80;415.0
DI SPREAD;CAMLB1;2026-06-16;2028-10-30;DI + 1,5500%;--;CAMIL ALIMENTOS S/A;1.8618;1.5169;1.6467;0.10;1.54;1.75;1017.014365;99.84;415.0
DI SPREAD;CBOH11;2026-06-16;2029-08-28;DI + 1,9000%;40%;CBO HOLDING S.A. (*);1.7078;1.3506;1.4803;0.04;1.43;1.52;1013.924569;100.65;398.0
DI SPREAD;CCROA7;2026-06-16;2029-07-12;DI + 0,7500%;--;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*);0.5380;0.3500;0.4354;0.01;0.41;0.45;1067.753855;100.53;431.0
DI SPREAD;CEAB14;2026-06-16;2028-09-15;DI + 0,8000%;5%;C E A MODAS S.A. (*);1.1986;0.7241;0.9582;0.01;0.94;0.97;1032.861631;99.69;485.0
IPCA SPREAD;CEAL21;2026-06-16;2034-10-15;IPCA + 6,3618%;--;EQUATORIAL ALAGOAS DISTRIBUIDORA DE ENERGIA S.A. (*);8.4858;8.2662;8.3583;0.12;8.23;8.47;1097.747911;90.84;1290.0
IPCA SPREAD;CEAP17;2026-06-16;2036-12-15;IPCA + 7,9091%;--;COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*);8.2153;8.0185;8.0861;0.06;8.01;8.15;1069.372265;98.92;1656.0
IPCA SPREAD;CEEBB7;2026-06-16;2033-11-15;IPCA + 6,1000%;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*);8.3838;;8.2186;0.13;8.07;8.35;1025.076216;90.01;1330.0
DI SPREAD;CEEDA0;2026-06-16;2032-10-15;DI + 0,6500%;10%;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*);0.8684;0.7000;0.7760;0.02;0.75;0.79;1018.573603;99.53;931.0
DI SPREAD;CEMTE2;2026-06-16;2029-06-10;DI + 1,0500%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**);1.0065;0.5040;0.7626;0.07;0.68;0.83;1007.279172;100.49;438.0
DI SPREAD;CEPEA3;2026-06-16;2028-11-15;DI + 1,1800%;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*);0.9002;0.5508;0.7340;0.04;0.68;0.78;1021.621089;100.92;525.0
DI SPREAD;CEROA2;2026-06-16;2029-12-15;DI + 0,9500%;--;CENTRAIS ELETRICAS DE RONDONIA S/A CERON;0.7468;0.5002;0.6279;0.14;0.48;0.76;1009.675266;100.90;714.0
DI SPREAD;CEROB2;2026-06-16;2031-12-15;DI + 1,1000%;--;CENTRAIS ELETRICAS DE RONDONIA S/A CERON;0.8507;0.6392;0.7509;0.13;0.62;0.88;1013.338677;101.27;924.0
IPCA SPREAD;CGASA4;2026-06-16;2037-09-15;IPCA + 6,7998%;--;COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*);7.9950;7.5675;7.7607;0.04;7.71;7.81;984.490029;93.20;1961.0
IPCA SPREAD;CGASB1;2026-06-16;2039-07-15;IPCA + 6,4504%;--;COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*);7.9804;7.7069;7.7997;0.05;7.74;7.85;1015.907145;90.14;2046.0
IPCA SPREAD;CGOS16;2026-06-16;2036-05-15;IPCA + 6,4895%;5%;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*);8.2955;8.0440;8.1688;0.14;8.02;8.31;1002.283389;90.34;1619.0
IPCA SPREAD;CGOSA2;2026-06-16;2038-01-15;IPCA + 6,5700%;35%;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*);8.2593;7.9996;8.0940;0.08;8.00;8.18;947.214096;90.19;1808.0
IPCA SPREAD;CLNG11;2026-06-16;2028-06-27;IPCA + 8,7345%;--;CALANGO 6 ENERGIA RENOVAVEL S.A.;11.0727;10.8526;10.8978;0.13;10.75;11.03;476.080440;99.04;122.0
IPCA SPREAD;CMGDB0;2026-06-16;2034-02-15;IPCA + 6,1469%;50%;CEMIG DISTRIBUIÇÃO S/A (*);8.1489;7.8602;7.9245;0.12;7.79;8.05;1037.954506;91.40;1353.0
IPCA SPREAD;CMGTA1;2026-06-16;2037-10-15;IPCA + 6,7878%;50%;CEMIG GERAÇÃO E TRANSMISSÃO S/A (*);7.7596;7.4909;7.5725;0.07;7.49;7.64;992.847497;94.68;1867.0
IPCA SPREAD;CMIN11;2026-06-16;2031-07-15;IPCA + 4,8790%;--;CSN MINERACAO S.A. (*);16.9221;13.2956;15.0065;0.42;14.57;15.43;897.789881;66.90;1074.0
IPCA SPREAD;CMIN12;2026-06-16;2032-07-15;IPCA + 6,8798%;--;CSN MINERACAO S.A.;16.7559;13.4203;14.9924;0.46;14.52;15.45;862.017610;70.43;1170.0
DI SPREAD;CNLM17;2026-06-16;2033-04-15;DI + 0,9600%;--;CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S/A (*);0.9182;0.6737;0.7794;0.07;0.70;0.85;1030.936933;100.75;1059.0
IPCA SPREAD;COCEB2;2026-06-16;2030-05-15;IPCA + 7,9000%;--;COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*);9.4793;9.2618;9.3547;0.13;9.21;9.49;1008.887896;95.55;853.0
DI SPREAD;CPFPA8;2026-06-16;2029-09-10;DI + 0,4900%;--;COMPANHIA PIRATININGA DE FORÇA E LUZ (*);0.6487;0.3497;0.4870;0.04;0.44;0.53;1002.284016;100.00;577.0
IPCA SPREAD;CPFPB1;2026-06-16;2035-09-15;IPCA + 6,8967%;--;COMPANHIA PIRATININGA DE FORÇA E LUZ (*);7.9059;7.6644;7.7455;0.08;7.66;7.83;1005.227058;95.15;1576.0
IPCA SPREAD;CPLD15;2026-06-16;2027-11-15;IPCA + 4,2000%;--;COPEL DISTRIBUICAO S/A;8.3828;8.1380;8.2361;0.18;8.05;8.42;942.508920;96.65;224.0
DI SPREAD;CPTE12;2026-06-16;2031-07-15;DI + 1,7000%;--;CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*);1.2388;0.6641;0.9387;0.05;0.88;0.99;732.089450;101.61;538.0
DI SPREAD;CSMGD2;2026-06-16;2036-03-15;DI + 0,6500%;10%;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*);0.9216;0.7371;0.8165;0.05;0.76;0.86;993.833723;99.32;1027.0
DI SPREAD;CSNAA2;2026-06-16;2027-12-20;DI + 2,5000%;10%;COMPANHIA SIDERÚRGICA NACIONAL (*) (**);16.3924;12.4925;14.2761;0.33;13.94;14.61;981.463704;90.98;215.0
IPCA SPREAD;CSRNA4;2026-06-16;2031-03-15;IPCA + 7,0099%;--;COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*);8.4075;8.0739;8.2390;0.09;8.14;8.33;987.798104;95.41;1032.0
DI SPREAD;EBENA7;2026-06-16;2028-06-20;DI + 0,6800%;--;EDP SÃO PAULO DISTRIBUIÇÃO DE ENERGIA S.A. (*);1.0303;;0.9950;0.00;0.99;0.99;1065.434099;99.59;326.0
IPCA SPREAD;ECPN11;2026-06-16;2034-10-15;IPCA + 4,4000%;--;CONCESSIONARIA PONTE RIO-NITEROI S.A. - ECOPONTE;10.2177;9.9588;10.0965;0.12;9.96;10.22;1045.778909;78.24;1117.0
IPCA SPREAD;EGIE29;2026-06-16;2029-07-15;IPCA + 3,9000%;--;ENGIE BRASIL ENERGIA S.A.;8.2792;8.0229;8.1484;0.19;7.95;8.34;1402.657710;92.54;483.0
DI SPREAD;EGIEE1;2026-06-16;2030-11-15;DI + 1,1000%;--;ENGIE BRASIL ENERGIA S.A. (*);0.9898;0.5688;0.7695;0.17;0.59;0.94;1022.327432;101.00;767.0
DI SPREAD;EKTRA1;2026-06-16;2027-07-15;DI + 1,2800%;--;ELEKTRO REDES S.A. (*) (**);1.1000;;1.0029;0.06;0.93;1.06;1065.298865;100.26;245.0
IPCA SPREAD;ELPLA5;2026-06-16;2031-04-15;IPCA + 4,2600%;--;ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*);13.9609;11.9752;13.0079;0.82;12.18;13.83;1023.696606;75.62;861.0
DI SPREAD;ELTN26;2026-06-16;2034-09-15;DI + 1,0500%;--;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*);0.9448;0.5958;0.8262;0.06;0.75;0.89;1046.962947;100.99;1130.0
IPCA SPREAD;ELTN27;2026-06-16;2032-07-15;IPCA + 7,3146%;35%;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*);8.1940;7.8688;8.0051;0.08;7.91;8.09;1041.972653;96.93;1221.0
IPCA SPREAD;ENAT24;2026-06-16;2034-06-15;IPCA + 8,2674%;--;ENAUTA PARTICIPACOES S.A. (*);9.3517;9.0231;9.1314;0.18;8.95;9.31;1056.429628;95.78;1359.0
PREFIXADO;ENAT32;2026-06-16;2029-09-17;PREFIXADO + 13,9662%;--;3R PETROLEUM OLEO E GAS S.A. (*);;14.6948;14.9324;0.58;14.34;15.51;1009.944562;97.79;663.0
IPCA SPREAD;ENERB7;2026-06-16;2035-09-15;IPCA + 7,0461%;--;ENERGISA MATO GROSSO DO SUL - DISTRIBUIDORA DE ENERGIA S.A. (*);8.1776;7.9332;8.0619;0.04;8.01;8.10;994.582270;93.78;1700.0
IPCA SPREAD;ENEV13;2026-06-16;2027-12-15;IPCA + 4,2259%;--;ENEVA S.A.;8.4657;8.1508;8.2708;0.18;8.08;8.45;931.209486;96.35;244.0
IPCA SPREAD;ENEV16;2026-06-16;2030-09-15;IPCA + 4,1270%;--;ENEVA S.A.;8.3872;8.1115;8.2224;0.10;8.12;8.32;1279.094814;89.06;751.0
DI SPREAD;ENEVA3;2026-06-16;2029-12-15;DI + 0,9000%;--;ENEVA S.A. (*);0.7501;0.6000;0.6864;0.02;0.66;0.71;1006.600079;100.60;714.0
IPCA SPREAD;ENEVA4;2026-06-16;2036-01-15;IPCA + 6,7078%;45%;ENEVA S.A. (*);8.0355;7.7565;7.8451;0.05;7.79;7.89;976.178651;92.83;1751.0
IPCA SPREAD;ENEVB4;2026-06-16;2041-01-15;IPCA + 6,6709%;15%;ENEVA S.A. (*);7.7922;7.4966;7.6265;0.09;7.53;7.71;971.550979;92.41;2203.0
IPCA SPREAD;ENGIA5;2026-06-16;2031-10-15;IPCA + 6,0872%;--;ENERGISA S/A;8.4454;8.1741;8.3042;0.09;8.21;8.39;1192.646525;92.46;950.0
IPCA SPREAD;ENGIA6;2026-06-16;2029-04-15;IPCA + 6,1566%;--;ENERGISA S/A;8.6316;8.3678;8.4803;0.16;8.31;8.64;1167.471102;96.36;429.0
DI SPREAD;ENGIA8;2026-06-16;2026-06-20;DI + 1,6000%;--;ENERGISA S/A;0.6358;0.2108;0.3187;0.02;0.29;0.33;1501.216287;100.02;4.0
IPCA SPREAD;ENMTA7;2026-06-16;2031-02-15;IPCA + 6,1076%;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.;8.4511;8.1700;8.2967;0.11;8.18;8.40;1063.621858;92.83;913.0
IPCA SPREAD;ENSEA5;2026-06-16;2036-02-15;IPCA + 6,6675%;--;ENERGISA SERGIPE - DIST.DE ENERGIA S/A (*);8.1820;7.9386;8.0395;0.06;7.97;8.10;950.510575;91.33;1768.0
IPCA SPREAD;ENSEB4;2026-06-16;2035-09-15;IPCA + 7,1536%;--;ENERGISA SERGIPE - DIST.DE ENERGIA S/A (*);8.1966;7.8670;7.9775;0.10;7.87;8.08;1007.120079;94.94;1697.0
IPCA SPREAD;ENTV12;2026-06-16;2030-12-15;IPCA + 7,7500%;15%;ENTREVIAS CONCESSIONARIA DE RODOVIAS S.A (*) (**);8.5992;8.3205;8.4369;0.08;8.35;8.51;1404.626182;98.48;603.0
DI SPREAD;EQPA17;2026-06-16;2030-08-05;DI + 0,9500%;5%;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*);0.8000;0.5342;0.6569;0.01;0.63;0.67;1059.255680;100.71;618.0
IPCA SPREAD;EQPAA1;2026-06-16;2038-01-15;IPCA + 6,5700%;50%;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*);8.1690;8.0148;8.0778;0.07;8.00;8.15;948.233831;90.29;1809.0
IPCA SPREAD;EQSP11;2026-06-16;2033-01-15;IPCA + 4,8000%;--;EQUATORIAL TRANSMISSORA 3 SPE S.A.;8.5880;;8.4683;0.13;8.33;8.60;1013.553740;89.91;762.0
IPCA SPREAD;EQTC11;2026-06-16;2039-04-15;IPCA + 4,8500%;--;EQUATORIAL TRANSMISSORA 5 SPE S.A.;8.3045;8.2034;8.2458;0.09;8.15;8.34;1145.729108;81.57;1549.0
DI SPREAD;EQTL17;2026-06-16;2030-03-15;DI + 0,7200%;--;EQUATORIAL ENERGIA S.A (*);0.8000;0.5317;0.6498;0.00;0.64;0.65;1037.399468;100.15;563.0
IPCA SPREAD;EQTN11;2026-06-16;2033-01-15;IPCA + 4,8500%;--;EQUATORIAL TRANSMISSORA 2 SPE S/A;8.5593;8.4198;8.4815;0.08;8.39;8.56;1017.369430;90.32;737.0
DI SPREAD;ESCEA4;2026-06-16;2029-08-28;DI + 0,4900%;--;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*);0.7530;0.2790;0.5413;0.06;0.47;0.60;1040.360210;99.92;362.0
DI SPREAD;EUFA18;2026-06-16;2028-09-11;DI + 0,9300%;--;EUROFARMA LABORATÓRIOS S/A (*) (**);1.1578;0.8580;0.9769;0.05;0.92;1.02;1037.223910;99.91;481.0
DI SPREAD;FLRY27;2026-06-16;2029-04-22;DI + 1,5500%;--;FLEURY S/A (*);1.2011;0.6537;0.9297;0.01;0.91;0.94;1037.111738;101.44;591.0
IPCA SPREAD;GASC18;2026-06-16;2037-03-15;IPCA + 7,4742%;10%;RUMO MALHA PAULISTA S/A (*);8.9848;8.5211;8.6895;0.10;8.58;8.79;993.839249;92.28;1781.0
IPCA SPREAD;GASC27;2026-06-16;2036-08-15;IPCA + 6,0470%;--;RUMO MALHA PAULISTA S/A (*);9.0498;8.6240;8.6896;0.28;8.40;8.97;936.352738;83.79;1775.0
IPCA SPREAD;GASC28;2026-06-16;2040-03-15;IPCA + 7,5280%;15%;RUMO MALHA PAULISTA S/A (*);8.6641;8.2704;8.4817;0.13;8.34;8.61;1001.972794;93.02;2039.0
DI SPREAD;GSHC15;2026-06-16;2029-04-22;DI + 1,7000%;--;GSH CORP PARTICIPACOES S.A. (*);1.4125;1.1000;1.2131;0.08;1.12;1.29;1030.394755;100.76;402.0
DI SPREAD;GSHC17;2026-06-16;2030-09-15;DI + 2,5000%;5%;GSH CORP PARTICIPACOES S.A. (*);2.5431;2.0000;2.2269;0.19;2.02;2.42;1045.790683;100.53;501.0
IPCA SPREAD;HBSA11;2026-06-16;2028-10-15;IPCA + 6,0029%;--;HIDROVIAS DO BRASIL S.A. (*);8.8024;8.7421;8.7861;0.44;8.34;9.23;1210.091582;94.49;549.0
IPCA SPREAD;ISAEA8;2026-06-16;2033-06-15;IPCA + 7,4118%;--;ISA ENERGIA BRASIL S.A. (*);8.0360;7.7223;7.8349;0.09;7.73;7.93;1037.240569;97.95;1321.0
IPCA SPREAD;JALL14;2026-06-16;2030-10-15;IPCA + 7,1163%;--;JALLES MACHADO S.A. (*);9.0457;8.8282;8.9709;0.29;8.67;9.26;1079.787286;93.78;939.0
IPCA SPREAD;JTEE11;2026-06-16;2033-07-15;IPCA + 4,5000%;--;JANAUBA TRANSMISSORA DE ENERGIA ELETRICA  S/A (*) (**);8.0936;7.8909;7.9904;0.07;7.91;8.06;942.118356;89.71;814.0
IPCA SPREAD;LCAMD3;2026-06-16;2029-04-15;IPCA + 7,2101%;--;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS (*);10.1926;9.8836;10.0667;0.09;9.96;10.16;1136.900424;93.48;644.0
IPCA SPREAD;LIGHC4;2026-06-16;2037-11-13;IPCA + 3,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;;;
IPCA SPREAD;LIGHE2;2026-06-16;2037-11-13;IPCA + 3,0000%;--;LIGHT SERVIÇOS DE ELETRICIDADE S/A (*) (**);;;;;;;;;
DI SPREAD;LMTPA0;2026-06-16;2029-10-15;DI + 1,7000%;--;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*);1.9888;1.5998;1.7906;0.03;1.75;1.82;1022.618619;99.76;665.0
DI SPREAD;LVTC22;2026-06-16;2029-06-15;DI + 2,7000%;--;LIVETECH DA BAHIA INDUSTRIA E COMERCIO S/A (*);;4.1969;5.9418;0.49;5.44;6.43;636.253611;95.38;380.0
DI SPREAD;MRFGA1;2026-06-16;2027-11-11;DI + 1,5500%;--;MARFRIG GLOBAL FOODS S.A. (*) (**);1.1872;0.8163;1.0305;0.09;0.93;1.12;1019.431906;100.43;215.0
IPCA SPREAD;MRSAB3;2026-06-16;2040-07-15;IPCA + 6,8437%;15%;MRS LOGÍSTICA S/A (*);7.7092;7.4273;7.5542;0.07;7.48;7.62;1014.162870;94.49;2135.0
DI SPREAD;MTRO12;2026-06-16;2027-04-25;DI + 4,5000%;--;COMPANHIA DO METROPOLITANO DE SAO PAULO;1.1492;0.7500;0.9592;0.07;0.88;1.02;268.576625;101.46;106.0
IPCA SPREAD;NMCH11;2026-06-16;2038-12-15;IPCA + 6,5599%;--;NEOENERGIA MORRO DO CHAPEU TRANSMISSAO E ENERGIA S.A. (*);8.2156;;8.1618;0.07;8.08;8.23;1112.595575;92.78;1243.0
IPCA SPREAD;NRTB11;2026-06-16;2026-09-15;IPCA + 7,1500%;--;NORTE BRASIL TRANSMISSORA DE ENERGIA S/A;11.2332;;10.5553;0.14;10.40;10.70;155.210221;99.20;64.0
DI SPREAD;NTSD16;2026-06-16;2029-02-15;DI + 1,2000%;5%;NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*);0.8739;0.6839;0.7852;0.01;0.77;0.79;738.156955;100.91;557.0
DI SPREAD;NTSD17;2026-06-16;2028-06-20;DI + 0,8000%;--;NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*);0.6034;0.4005;0.4843;0.06;0.42;0.54;1076.027067;100.53;424.0
DI SPREAD;OMGE15;2026-06-16;2029-06-15;DI + 1,6500%;--;OMEGA GERAÇÃO S/A (*) (**);1.9192;1.3055;1.6013;0.14;1.45;1.74;1001.792406;100.11;626.0
DI SPREAD;ONCO19;2026-06-16;2027-11-25;DI + 1,6200%;--;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A. (*) (**);;;;;;;664.886559;62.72;
PREFIXADO;ORIG21;2026-06-16;2035-12-15;PREFIXADO + 14,1500%;--;ORIGEM ENERGIA S.A (*);;16.7563;16.9274;0.31;16.60;17.24;898.920929;89.84;1101.0
DI SPREAD;ORMA17;2026-06-16;2035-12-15;DI + 1,4500%;5%;ORIZON MEIO AMBIENTE S.A.;1.5055;1.3500;1.4229;0.00;1.41;1.43;1072.871193;100.11;1098.0
DI SPREAD;PASS13;2026-06-16;2029-03-15;DI + 1,0800%;--;COMPASS GAS E ENERGIA S.A (*);1.0000;0.6333;0.8277;0.06;0.76;0.88;1042.554585;100.56;568.0
IPCA SPREAD;PEJA23;2026-06-16;2034-04-15;IPCA + 6,5102%;50%;PRIO FORTE S.A (*);8.5649;8.2828;8.3304;0.10;8.22;8.43;1023.749727;91.09;1377.0
DI SPREAD;PFOR15;2026-06-16;2030-02-20;DI + 1,2000%;--;PRIO FORTE S.A (*);1.6039;1.3009;1.4370;0.04;1.39;1.48;1040.882625;99.41;628.0
IPCA SPREAD;PRAS11;2026-06-16;2034-08-15;IPCA + 5,7656%;--;PIRAPORA SOLAR HOLDING S.A. (*) (**);8.4973;;8.3158;0.09;8.22;8.40;979.683522;91.25;949.0
IPCA SPREAD;PRSS11;2026-06-16;2040-02-15;IPCA + 8,6141%;--;PAX INVESTIMENTOS EM AEROPORTOS S.A (*);9.5573;8.6926;8.9367;0.26;8.67;9.19;1159.718162;98.06;1656.0
DI SPREAD;PSAN13;2026-06-16;2030-03-18;DI + 2,3000%;--;PARSAN S.A. (*) (**);2.6033;2.0000;2.3025;0.00;2.29;2.30;1038.361008;99.99;636.0
IPCA SPREAD;QMCT14;2026-06-16;2035-08-15;IPCA + 9,6588%;--;QMC TELECOM DO BRASIL CESSAO DE INFRAESTRUTURA S.A (*);9.6130;9.1339;9.4685;0.23;9.23;9.70;1083.516738;100.85;1236.0
DI SPREAD;QUNT11;2026-06-16;2031-11-18;DI + 1,0000%;5%;QUANTUM PARTICIPACOES S.A. (*) (**);0.9500;0.5677;0.7729;0.02;0.74;0.79;1018.944011;100.73;818.0
IPCA SPREAD;RAIZ23;2026-06-16;2039-09-15;IPCA + 6,4794%;--;RAIZEN S.A. (*);;;;;;;534.584997;48.54;
DI SPREAD;RDORB9;2026-06-16;2031-08-20;DI + 1,9000%;50%;REDE DOR SÃO LUIZ S/A (*);1.1299;0.9009;0.9896;0.03;0.95;1.02;1078.114310;102.75;765.0
DI SPREAD;RENTD0;2026-06-16;2030-12-10;DI + 1,5500%;--;LOCALIZA RENT A CAR (*);1.2213;0.9274;1.0593;0.07;0.98;1.13;1017.467944;101.50;778.0
DI SPREAD;RENTE2;2026-06-16;2030-05-20;DI + 1,2000%;5%;LOCALIZA RENT A CAR (*);1.2782;0.9207;1.0893;0.11;0.97;1.20;1013.890020;100.33;767.0
IPCA SPREAD;RESA15;2026-06-16;2030-06-15;IPCA + 5,8000%;--;RAIZEN ENERGIA S/A;;;;;;;695.569430;48.83;
IPCA SPREAD;RISP12;2026-06-16;2034-01-15;IPCA + 6,9000%;35%;SPE SANEAMENTO RIO 1 S.A (*);12.9205;11.5280;12.1411;0.21;11.92;12.35;9.671647;82.12;1009.0
DI SPREAD;RODB11;2026-06-16;2030-05-10;DI + 4,2500%;--;RODOVIAS DO BRASIL HOLDING S.A. (*);2.6990;2.2592;2.4784;0.04;2.43;2.52;1435.789619;104.36;632.0
DI SPREAD;RSAN25;2026-06-16;2028-12-05;DI + 2,9000%;--;COMPANHIA RIOGRANDENSE DE SANEAMENTO - CORSAN (*);3.1056;2.2789;2.6537;0.10;2.54;2.75;1009.607252;100.50;529.0
IPCA SPREAD;RUMOB5;2026-06-16;2035-12-15;IPCA + 4,0000%;--;RUMO S/A (*) (**);8.9044;8.4662;8.6131;0.08;8.53;8.69;1007.233288;73.39;1761.0
IPCA SPREAD;SAPRA3;2026-06-16;2031-03-15;IPCA + 4,4920%;--;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*);7.8984;7.4962;7.7200;0.16;7.55;7.88;1204.524445;87.89;1063.0
DI SPREAD;SAPRB4;2026-06-16;2030-01-15;DI + 1,0500%;35%;COMPANHIA DE SANEAMENTO DO PARANA - SANEPAR (*);0.7452;0.5000;0.6078;0.08;0.52;0.68;1074.203077;101.19;685.0
DI SPREAD;SBSPA1;2026-06-16;2029-02-20;DI + 0,4900%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);0.7000;0.3217;0.5121;0.02;0.48;0.53;1044.188552;99.95;555.0
DI SPREAD;SBSPB1;2026-06-16;2031-02-20;DI + 1,1000%;10%;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);0.6299;0.4912;0.5528;0.05;0.49;0.61;1064.348192;101.69;779.0
DI SPREAD;SBSPE7;2026-06-16;2035-11-14;DI + 0,9000%;50%;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);0.8610;0.6011;0.7228;0.06;0.66;0.78;1021.536083;100.88;1260.0
IPCA SPREAD;SBSPE9;2026-06-16;2031-12-15;IPCA + 5,3058%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);7.9909;7.7497;7.8528;0.07;7.77;7.92;1170.963589;90.95;994.0
DI SPREAD;SBSPF8;2026-06-16;2028-07-15;DI + 1,6000%;--;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);1.1974;0.8240;0.9342;0.17;0.76;1.10;1073.359193;100.89;342.0
IPCA SPREAD;SBSPI8;2026-06-16;2036-02-15;IPCA + 6,2907%;45%;CIA. DE SANEAMENTO BÁSICO DO ESTADO DE SP - SABESP (*);7.7479;7.4788;7.5432;0.07;7.46;7.62;958.621458;91.91;1798.0
IPCA SPREAD;SMTO15;2026-06-16;2030-12-15;IPCA + 7,4737%;--;SAO MARTINHO S/A;8.5865;8.3119;8.4680;0.15;8.31;8.62;1192.904947;97.21;770.0
DI SPREAD;SNGOA1;2026-06-16;2028-08-23;DI + 2,2500%;--;SANEAMENTO DE GOIÁS - SANEAGO;0.5846;0.3298;0.4523;0.03;0.41;0.49;770.371833;101.76;249.0
DI SPREAD;SVEA14;2026-06-16;2029-04-12;DI + 3,1000%;--;SOLVI ESSENCIS AMBIENTAL S.A. (*);2.1984;1.8500;1.9589;0.06;1.89;2.02;895.176262;101.52;343.0
DI SPREAD;TBSP12;2026-06-16;2030-07-23;DI + 0,7000%;10%;TIM BRASIL SERVICOS E PARTICIPACOES S.A (*);0.6044;0.4275;0.5133;0.03;0.47;0.54;1025.761524;100.51;703.0
PREFIXADO;TEPA23;2026-06-16;2032-03-15;PREFIXADO + 18,5067%;--;BRASIL TECNOLOGIA E PARTICIPACAO S.A. (*);19.9170;17.9347;19.0603;0.49;18.56;19.56;1026.444150;98.44;846.0
DI SPREAD;TFLEA4;2026-06-16;2029-01-26;DI + 1,8500%;--;LOCALIZA FLEET S.A. (*);1.4881;1.0112;1.2418;0.02;1.21;1.26;1073.696788;101.26;531.0
DI SPREAD;TFLED0;2026-06-16;2032-09-18;DI + 1,1500%;--;LOCALIZA FLEET S.A. (*);1.3487;1.0425;1.2098;0.05;1.15;1.26;1033.258173;99.77;978.0
IPCA SPREAD;TPNO12;2026-06-16;2029-06-15;IPCA + 7,5826%;--;MATRINCHA TRANSMISSORA DE ENERGIA  TP NORTE SA;8.2702;8.1151;8.1953;0.15;8.04;8.34;607.630938;99.06;417.0
